CASE_NO|ECLI|NAME
36/59|ECLI:EU:C:1960:36|Judgment of 15 July 1960, Präsident Ruhrkohlen-Verkaufsgesellschaft and others / ECSC High Authority (36-58, 37-58, 38-59 and 40-59, ECR 1960 p. 423)          (FR1960/00857 NL1960/00887 DE1960/00887 IT1960/00829 EN1960/00423 DA1954-1964/00197 EL1954-1964/00529 PT1954-1961/00525)
37/59||Geitling / ECSC High Authority (37/59) , see Case  36/59
38/59||Mausegatt / ECSC High Authority (38/59) , see Case  36/59
39/59||Campolongo / ECSC High Authority (39/59) , see Case  27/59
40/59||Nold / ECSC High Authority (40/59) , see Case  36/59
41/59|ECLI:EU:C:1960:46|Judgment of 16 December 1960, Hamborner Bergbau AG and others / ECSC High Authority (41/59 and 50/59, ECR 1960 p. 493)          (FR1960/00989 NL1960/01027 DE1960/01027 IT1960/00921 EN1960/00493 DA1954-1964/00201 EL1954-1964/00537 PT1954-1961/00535)
42/59|ECLI:EU:C:1961:5|Judgment of 22 March 1961, S.N.U.P.A.T. / ECSC High Authority (42 and 49/59, ECR 1961 p. 101)          (FR1961/00101 NL1961/00103 DE1961/00111 IT1961/00099 EN1961/00053 DA1954-1964/00247 EL1954-1964/00599 PT1954-1961/00597 ES1961-1963/00053 SVI/00095 FII/00095)
42/59|ECLI:EU:C:1961:14|Order of 30 June 1961, Breedband N.V. / Société des Aciéries du Temple and others (42/59 and 49/59 TO R, ECR 1962 p. 323)          (FR1962/00323 NL1962/00337 DE1962/00339 IT1962/00317 EN1962/00167)
42/59|ECLI:EU:C:1962:24|Third-party proceedings of 12 July 1962, Breedband N.V. / Société des Aciéries du Temple and others (42/59 and 49/59 TO, ECR 1962 p. 145)          (FR1962/00271 NL1962/00291 DE1962/00291 IT1962/00271 EN1962/00145 DA1954-1964/00319 EL1954-1964/00765 PT1962-1964/00107)
43/59|ECLI:EU:C:1959:24|Order of 20 October 1959, Von Lachmüller and others / Commission of the EEC (43/59, 44/59 and 45/59, ECR 1960 p. 489)          (FR1960/00983 NL1960/01017 DE1960/01019 IT1960/00953 EN1960/00489)
43/59|ECLI:EU:C:1960:37|Judgment of 15 July 1960, Von Lachmüller and others / Commission of the EEC (43/59, 45/59 and 48/59, ECR 1960 p. 463)          (FR1960/00933 NL1960/00967 DE1960/00967 IT1960/00903 EN1960/00463 DA1954-1964/00199 EL1954-1964/00533 PT1954-1961/00531)
44/59|ECLI:EU:C:1960:38|Order of 1 October 1960, Fiddelaar / Commission of the EEC (44/59 R, ECR 1960 p. 555)          (FR1960/01119 NL1960/01161 DE1960/01159 IT1960/01087 EN1960/00555)
44/59|ECLI:EU:C:1960:47|Judgment of 16 December 1960, Fiddelaar / Commission of the EEC (44/59, ECR 1960 p. 535)          (FR1960/01077 NL1960/01119 DE1960/01117 IT1960/01049 EN1960/00535 DA1954-1964/00203 EL1954-1964/00539 PT1954-1961/00541)
45/59||Peuvrier / Commission de la EEC (45/59) , see Case  43/59
46/59|ECLI:EU:C:1962:44|Judgment of 14 December 1962, Meroni and others / ECSC High Authority (46/59 and 47/59, ECR 1962 p. 411)          (FR1962/00783 NL1962/00821 DE1962/00837 IT1962/00765 EN1962/00411 DA1954-1964/00337 EL1954-1964/00797 PT1962-1964/00143)
46/59||Meroni / ECSC High Authority (46/59) , see Case  33/59
47/59||Meroni / ECSC High Authority (47/59) , see Case  33/59
48/59||Ehrhardt / Commission of the EEC (48/59) , see Case  43/59
49/59||Aciéries du Temple / ECSC High Authority (49/59) , see Case  42/59
49/59||Breedband / ECSC High Authority (49/59 TO) , see Case  42/59 TO
50/59||Hamborner Bergbau / ECSC High Authority (50/59) , see Case  41/59
1/60|ECLI:EU:C:1960:8|Opinion 1/60 (Second Opinion on the amendment of Article 56 ECSC), of 4 March 1960 (ECR 1960 p. 93)          (FR1960/ NL1960/00093 DE1960/00095 IT1960/00089 EN1960/00039 DA1954-1964/00167 EL1954-1964/00371 PT1954-1961/00377)
1/60|ECLI:EU:C:1960:22|Judgment of 10 May 1960, Acciaieria Ferriera di Roma / ECSC High Authority (1/60, ECR 1960 p. 165)          (FR1960/00353 NL1960/00361 DE1960/00359 IT1960/00343 EN1960/00165 DA1954-1964/00177 EL1954-1964/00387 PT1954-1961/00395)
2/60|ECLI:EU:C:1961:15|Judgment of 13 July 1961, Niederrheinische Bergwerks AG / ECSC High Authority (2 and 3-60, ECR 1961 p. 133)          (FR1961/00263 NL1961/00271 DE1961/00283 IT1961/00251 EN1961/00133 DA1954-1964/00255 EL1954-1964/00611 PT1954-1961/00611)
3/60||Steinkohlenbergbaues / ECSC High Authority (3/60) , see Case  2/60
4/60|ECLI:EU:C:1960:24|Removed from the register on 12 May 1960, Macchiorlatti Dalmas / ECSC High Authority (4/60)
5/60|ECLI:EU:C:1961:10|Judgment of 1 June 1961, Meroni and others / ECSC High Authority (5, 7 and 8-60, ECR 1961 p. 107)          (FR1961/00203 NL1961/00207 DE1961/00219 IT1961/00201 EN1961/00107 DA1954-1964/00251 EL1954-1964/00605 PT1954-1961/00603)
6/60|ECLI:EU:C:1960:48|Judgment of 16 December 1960, Humblet / Belgian State (6/60, ECR 1960 p. 559)          (FR1960/01125 NL1960/01169 DE1960/01165 IT1960/01095 EN1960/00559 DA1954-1964/00207 EL1954-1964/00543 PT1954-1961/00545 ES1954-1960/00409 SVI/00047 FII/00047)
7/60||Feram / ECSC High Authority (7/60) , see Case  5/60
8/60||Simet / ECSC High Authority (8/60) , see Case  5/60
9/60|ECLI:EU:C:1961:18|Judgment of 14 July 1961, Vloeberghs / ECSC High Authority (9 and 12-60, ECR 1961 p. 197)          (FR1961/00393 NL1961/00415 DE1961/00429 IT1961/00381 EN1961/00197 DA1954-1964/00261 EL1954-1964/00621 PT1954-1961/00623)
9/60|ECLI:EU:C:1962:25|Third-party proceedings of 12 July 1962, Belgium / Vloeberghs and ECSC High Authority (9/60 and 12/60, ECR 1962 p. 171)          (FR1962/00331 NL1962/00347 DE1962/00349 IT1962/00327 EN1962/00171 DA1954-1964/00321 EL1954-1964/00769 PT1962-1964/00111)
10/60|ECLI:EU:C:1960:30|Order of 6 July 1960, Aubart / Councils (10/60, unpublished)
11/60|ECLI:EU:C:1960:31|Removed from the register on 6 July 1960, Frieden / Court of Justice (11/60)
12/60||Vloeberghs / ECSC High Authority (12/60) , see Case  9/60
12/60||Belgium / Vloeberghs and ECSC High Authority (12/60 TO) , see Case  9/60 TO
13/60|ECLI:EU:C:1961:8|Order of 3 May 1961, Geitling Ruhrkohlen-Verkaufsgesellschaft and others / ECSC High Authority (13/60, ECR 1962 p. 143)          (FR1962/00267 NL1962/00283 DE1962/00285 IT1962/00264 EN1962/00143)
13/60|ECLI:EU:C:1962:15|Judgment of 18 May 1962, Geitling Ruhrkohlen-Verkaufsgesellschaft and others / ECSC High Authority (13/60, ECR 1962 p. 83)          (FR1962/00165 NL1962/00171 DE1962/00179 IT1962/00167 EN1962/00083 DA1954-1964/00317 EL1954-1964/00701 PT1962-1964/00047 ES1961-1963/00181)
14/60|ECLI:EU:C:1961:16|Judgment of 13 July 1961, Meroni and others / ECSC High Authority (14, 16, 17, 20, 24, 26 and 27-60 and 1-61, ECR 1961 p. 161)          (FR1961/00321 NL1961/00335 DE1961/00347 IT1961/00309 EN1961/00161 DA1954-1964/00257 EL1954-1964/00615 PT1954-1961/00615)
15/60|ECLI:EU:C:1961:11|Judgment of 1 June 1961, Simon / Court of Justice (15/60, ECR 1961 p. 115)          (FR1961/00225 NL1961/00229 DE1961/00241 IT1961/00220 EN1961/00115 DA1954-1964/00253 EL1954-1964/00607 PT1954-1961/00607)
16/60||Feram / ECSC High Authority (16/60) , see Case  14/60
17/60||Ferro / ECSC High Authority (17/60) , see Case  14/60
18/60|ECLI:EU:C:1962:26|Judgment of 12 July 1962, Worms / ECSC High Authority (18/60, ECR 1962 p. 195)          (FR1962/00377 NL1962/00395 DE1962/00397 IT1962/00371 EN1962/00195 DA1954-1964/00323 EL1954-1964/00773 PT1962-1964/00115)
19/60|ECLI:EU:C:1961:30|Judgment of 15 December 1961, Société Fives Lille Cail and others / ECSC High Authority (19-60, 21-60, 2-61 and 3-61, ECR 1961 p. 281)          (FR1961/00561 NL1961/00593 DE1961/00613 IT1961/00547 EN1961/00281 DA1954-1964/00269 EL1954-1964/00631 PT1954-1961/00637)
19/60|ECLI:EU:C:1962:1|Order of 31 January 1962, Société Fives Lille Cail and others / ECSC High Authority (19-60, 21-60, 2-61 and 3-61, ECR 1961 p. 314)          (FR1961/00627 NL1961/00665 DE1961/00687 IT1961/00613 EN1961/00314)
20/60||Simet / ECSC High Authority (20/60) , see Case  14/60
21/60||Usinor / ECSC High Authority (21/60) , see Case  19/60
22/60|ECLI:EU:C:1961:17|Judgment of 13 July 1961, Elz / ECSC High Authority (22 and 23-60, ECR 1961 p. 181)          (FR1961/00359 NL1961/00377 DE1961/00391 IT1961/00347 EN1961/00181 DA1954-1964/00259 EL1954-1964/00619 PT1954-1961/00619)
23/60||Elz / ECSC High Authority (23/60) , see Case  22/60
24/60||FOM / ECSC High Authority (24/60) , see Case  14/60
25/60|ECLI:EU:C:1962:6|Judgment of 1 March 1962, De Bruyn / Common Assembly (25/60, ECR 1962 p. 21)          (FR1962/00039 NL1962/00043 DE1962/00045 IT1962/00041 EN1962/00021 DA1954-1964/00289 EL1954-1964/00659 PT1962-1964/00005)
26/60||ALMA / ECSC High Authority (26/60) , see Case  14/60
27/60||Chasse / ECSC High Authority (27/60) , see Case  14/60
1/61||Meroni / ECSC High Authority (1/61) , see Case  14/60
1/61|ECLI:EU:C:1961:27|Opinion 1/61 (Amendment of Article 65 ECSC), of 13 December 1961 (ECR 1961 p. 481)          (FR1961/ NL1961/00509 DE1961/00525 IT1961/00467 EN1961/00243 DA1954-1964/00265 EL1954-1964/00625 PT1954-1961/00629)
2/61||Fonderies du Creusot / ECSC High Authority (2/61) , see Case  19/60
3/61||Marrel / ECSC High Authority (3/61) , see Case  19/60
4/61|ECLI:EU:C:1961:23|Removed from the register on 9 November 1961, Prelle / Councils (4/61)
5/61|ECLI:EU:C:1961:19|Removed from the register on 26 September 1961, Borgaro / ECSC High Authority (5/61)
6/61|ECLI:EU:C:1961:20|Removed from the register on 26 September 1961, Faggian / ECSC High Authority (6/61)
7/61|ECLI:EU:C:1961:31|Judgment of 19 December 1961, Commission of the EEC / Italy (7/61, ECR 1961 p. 317)          (FR1961/00635 NL1961/00673 DE1961/00695 IT1961/00621 EN1961/00317 DA1954-1964/00271 EL1954-1964/00637 PT1954-1961/00643 ES1961-1963/00105)
8/61|ECLI:EU:C:1961:21|Removed from the register on 26 September 1961, Leone / ECSC High Authority (8/61)
9/61|ECLI:EU:C:1962:27|Judgment of 12 July 1962, Netherlands / ECSC High Authority (9/61, ECR 1962 p. 213)          (FR1962/00413 NL1962/00431 DE1962/00435 IT1962/00405 EN1962/00213 DA1954-1964/00325 EL1954-1964/00775 PT1962-1964/00119 ES1961-1963/00245)
10/61|ECLI:EU:C:1962:2|Judgment of 27 February 1962, Commission of the EEC / Italy (10/61, ECR 1962 p. 1)          (FR1962/00001 NL1962/00003 DE1962/00003 IT1962/00003 EN1962/00001 DA1954-1964/00287 EL1954-1964/00657 PT1962-1964/00001 ES1961-1963/00127)
11/61|ECLI:EU:C:1962:34|Removed from the register on 24 October 1962, Italy / ECSC High Authority (11/61)
12/61|ECLI:EU:C:1961:29|Judgment of 14 December 1961, Gorter / Councils (12/61, ECR 1961 p. 271)          (FR1961/00537 NL1961/00569 DE1961/00587 IT1961/00523 EN1961/00271 DA1954-1964/00267 EL1954-1964/00629 PT1954-1961/00633)
13/61|ECLI:EU:C:1962:11|Judgment of 6 April 1962, De Geus en Uitdenbogerd / Bosch and others (13/61, ECR 1962 p. 45)          (FR1962/00089 NL1962/00093 DE1962/00099 IT1962/00089 EN1962/00045 DA1954-1964/00293 EL1954-1964/00665 PT1962-1964/00011 ES1961-1963/00145 SVI/00121 FII/00121)
14/61|ECLI:EU:C:1962:28|Judgment of 12 July 1962, Koninklijke Nederlandsche Hoogovens en Staalfabrieken / ECSC High Authority (14/61, ECR 1962 p. 253)          (FR1962/00485 NL1962/00509 DE1962/00513 IT1962/00473 EN1962/00253 DA1954-1964/00327 EL1954-1964/00779 PT1962-1964/00123)
15/61|ECLI:EU:C:1962:23|Removed from the register on 7 July 1962, Küster / ECSC High Authority (15/61)
16/61|ECLI:EU:C:1962:29|Judgment of 12 July 1962, Acciaiere ferriere e fonderie di Modena / ECSC High Authority (16/61, ECR 1962 p. 289)          (FR1962/00547 NL1962/00575 DE1962/00583 IT1962/00533 EN1962/00289 DA1954-1964/00329 EL1954-1964/00783 PT1962-1964/00127)
17/61|ECLI:EU:C:1962:30|Judgment of 13 July 1962, Klöckner-Werke AG and others / ECSC High Authority (17/61 and 20/61, ECR 1962 p. 325)          (FR1962/00615 NL1962/00645 DE1962/00655 IT1962/00597 EN1962/00325 DA1954-1964/00331 EL1954-1964/00787 PT1962-1964/00131)
18/61|ECLI:EU:C:1962:13|Removed from the register on 12 April 1962, Commission of the EEC / Germany (18/61)
19/61|ECLI:EU:C:1962:31|Judgment of 13 July 1962, Mannesmann AG / ECSC High Authority (19/61, ECR 1962 p. 357)          (FR1962/00675 NL1962/00705 DE1962/00719 IT1962/00655 EN1962/00357 DA1954-1964/00333 EL1954-1964/00791 PT1962-1964/00135)
20/61||Hoesch / ECSC High Authority (20/61) , see Case  17/61
21/61|ECLI:EU:C:1962:12|Judgment of 6 April 1962, Meroni and others / ECSC High Authority (21/61 to 26/61, ECR 1962 p. 73)          (FR1962/00143 NL1962/00147 DE1962/00155 IT1962/00143 EN1962/00073 DA1954-1964/00315 EL1954-1964/00699 PT1962-1964/00043)
22/61||ALMA / ECSC High Authority (22/61) , see Case  21/61
23/61||Ferro / ECSC High Authority (23/61) , see Case  21/61
24/61||Meroni / ECSC High Authority (24/61) , see Case  21/61
25/61||Simet / ECSC High Authority (25/61) , see Case  21/61
26/61||Feram / ECSC High Authority (26/61) , see Case  21/61
1/62|ECLI:EU:C:1962:4|Removed from the register on 28 February 1962, Vee- en Vleeshandel Meattrading (1/62)
2/62|ECLI:EU:C:1962:41|Order of 3 December 1962, Commission of the EEC / Luxembourg and Belgium (2/62 and 3/62, ECR 1962 p. 445)          (FR1962/00855 NL1962/00895 DE1962/00911 IT1962/00831 EN1962/00445)
2/62|ECLI:EU:C:1962:45|Judgment of 14 December 1962, Commission of the EEC / Luxembourg and Belgium (2/62 and 3/62, ECR 1962 p. 425)          (FR1962/00813 NL1962/00853 DE1962/00869 IT1962/00793 EN1962/00425 DA1954-1964/00339 EL1954-1964/00799 PT1962-1964/00147 ES1961-1963/00277 SVI/00133 FII/00133)
3/62||Commission de la EEC / Belgium (3/62) , see Case  2/62
4/62|ECLI:EU:C:1962:9|Seizure order of 13 March 1962, Hübner (4/62, ECR 1962 p. 41)          (FR1962/00079 NL1962/00083 DE1962/00089 IT1962/00079 EN1962/00041 DA1954-1964/00291 EL1954-1964/00663 PT1962-1964/00009)
5/62|ECLI:EU:C:1962:46|Judgment of 14 December 1962, San Michele and others / ECSC High Authority (5/62 to 11/62, 13/62 to 15/62, ECR 1962 p. 449)          (FR1962/00859 NL1962/00901 DE1962/00919 IT1962/00839 EN1962/00449 DA1954-1964/00357 EL1954-1964/00825 PT1962-1964/00169)
6/62||Ferro / ECSC High Authority (6/62) , see Case  5/62
7/62||Meroni / ECSC High Authority (7/62) , see Case  5/62
8/62||ALMA / ECSC High Authority (8/62) , see Case  5/62
9/62||Meroni / ECSC High Authority (9/62) , see Case  5/62
10/62||Feram / ECSC High Authority (10/62) , see Case  5/62
11/62||Simet / ECSC High Authority (11/62) , see Case  5/62
12/62|ECLI:EU:C:1964:5|Removed from the register on 30 January 1964, ILFO / ECSC High Authority (12/62)
13/62||Safim / ECSC High Authority (13/62) , see Case  5/62
14/62||Bonelli / ECSC High Authority (14/62) , see Case  5/62
15/62||Ilmar / ECSC High Authority (15/62) , see Case  5/62
16/62|ECLI:EU:C:1962:35|Order of 24 October 1962, Confédération nationale des producteurs de fruits et legumes and others / Council of the EEC (16/62 and 17/62, ECR 1962 p. 487)          (FR1962/00937 NL1962/00977 DE1962/00997 IT1962/00909 EN1962/00487)
16/62|ECLI:EU:C:1962:47|Judgment of 14 December 1962, Confédération nationale des producteurs de fruits et legumes and others / Council of the EEC (16/62 and 17/62, ECR 1962 p. 471)          (FR1962/00901 NL1962/00943 DE1962/00963 IT1962/00879 EN1962/00471 DA1954-1964/00359 EL1954-1964/00829 PT1962-1964/00175 ES1961-1963/00303 SVI/00145 FII/00145)
17/62||Producteurs de raisins de table / Council of the EEC (17/62) , see Case  16/62
18/62|ECLI:EU:C:1963:56|Judgment of 16 December 1963, Barge / ECSC High Authority (18/62, ECR 1963 p. 259)          (FR1963/00531 NL1963/00553 DE1963/00563 IT1963/00523 EN1963/00259 DA1954-1964/00443 EL1954-1964/01005 PT1962-1964/00349)
19/62|ECLI:EU:C:1962:48|Judgment of 14 December 1962, Fédération nationale de la boucherie en gros and others / Council of the EEC (19/62, 20/62, 21/62 and 22/62, ECR 1962 p. 491)          (FR1962/00943 NL1962/00985 DE1962/01005 IT1962/00917 EN1962/00491 DA1954-1964/00371 EL1954-1964/00845 PT1962-1964/00191)
20/62||Zelfstandige Handel / Conseil de la EEC (20/62) , see Case  19/62
21/62||Boucherie en gros / Conseil de la EEC (21/62) , see Case  19/62
22/62||Getreide-, Futter- und Düngemittelhandels / Council of the EEC (22/62) , see Case  19/62
23/62|ECLI:EU:C:1963:23|Removed from the register on 25 September 1963, Liguri / ECSC High Authority (23/62)
24/62|ECLI:EU:C:1963:14|Judgment of 4 July 1963, Germany / Commission of the EEC (24/62, ECR 1963 p. 63)          (FR1963/00131 NL1963/00137 DE1963/00143 IT1963/00129 EN1963/00063 DA1954-1964/00407 EL1954-1964/00911 PT1962-1964/00251 ES1961-1963/00383)
25/62|ECLI:EU:C:1962:32|Order of 31 August 1962, Plaumann / Commission of the EEC (25/62 R, ECR 1963 p. 123)          (FR1963/00253 NL1963/00265 DE1963/00271 IT1963/00251 EN1963/00123)
25/62|ECLI:EU:C:1962:50|Order of 21 December 1962, Plaumann / Commission of the EEC (25/62 R, ECR 1963 p. 126)          (FR1963/00263 NL1963/00273 DE1963/00279 IT1963/00259 EN1963/00126)
25/62|ECLI:EU:C:1963:17|Judgment of 15 July 1963, Plaumann / Commission of the EEC (25/62, ECR 1963 p. 95)          (FR1963/00199 NL1963/00207 DE1963/00213 IT1963/00197 EN1963/00095 DA1954-1964/00411 EL1954-1964/00939 PT1962-1964/00279 ES1961-1963/00409 SVI/00181 FII/00181)
26/62|ECLI:EU:C:1963:1|Judgment of 5 February 1963, Van Gend en Loos / Administratie der Belastingen (26/62, ECR 1963 p. 1)          (FR1963/00003 NL1963/00003 DE1963/00003 IT1963/00003 EN1963/00001 DA1954-1964/00375 EL1954-1964/00863 PT1962-1964/00205 ES1961-1963/00333 SVI/00161 FII/00161)
27/62|ECLI:EU:C:1963:27|Removed from the register on 9 October 1963, Brüning / Commission of the EEC (27/62)
28/62|ECLI:EU:C:1963:6|Judgment of 27 March 1963, Da Costa en Schaake NV and others / Administratie der Belastingen (28 to 30-62, ECR 1963 p. 31)          (FR1963/00061 NL1963/00063 DE1963/00060 IT1963/00059 EN1963/00031 DA1954-1964/00395 EL1954-1964/00893 PT1962-1964/00233 ES1961-1963/00365 SVI/00171 FII/00173)
29/62||Meijer (29/62) , see Case  28/62
30/62||Hoechst-Holland (30/62) , see Case  28/62
31/62|ECLI:EU:C:1962:37|Order of 30 October 1962, Wöhrmann / Commission of the EEC (31/62 and 33/62, ECR 1962 p. 511)          (FR1962/00991 NL1962/01029 DE1962/01053 IT1962/00961 EN1962/00511)
31/62|ECLI:EU:C:1962:49|Judgment of 14 December 1962, Wöhrmann / Commission of the EEC (31/62 and 33/62, ECR 1962 p. 501)          (FR1962/00965 NL1962/01007 DE1962/01029 IT1962/00939 EN1962/00501 DA1954-1964/00373 EL1954-1964/00849 PT1962-1964/00195 ES1961-1963/00321 SVI/00153 FII/00153)
32/62|ECLI:EU:C:1963:15|Judgment of 4 July 1963, Alvis / Council of the EEC (32/62, ECR 1963 p. 49)          (FR1963/00101 NL1963/00105 DE1963/00109 IT1963/00099 EN1963/00049 DA1954-1964/00405 EL1954-1964/00907 PT1962-1964/00247)
33/62||Lütticke / Commission of the EEC (33/62) , see Case  31/62
34/62|ECLI:EU:C:1963:18|Judgment of 15 July 1963, Germany / Commission of the EEC (34/62, ECR 1963 p. 131)          (FR1963/00269 NL1963/00283 DE1963/00289 IT1963/00269 EN1963/00131 DA1954-1964/00429 EL1954-1964/00961 PT1962-1964/00301)
35/62|ECLI:EU:C:1963:19|Order of 16 July 1963, Leroy / ECSC High Authority (35-62 and 16-63, ECR 1963 p. 213)          (FR1963/00433 NL1963/00453 DE1963/00461 IT1963/00429 EN1963/00213)
35/62|ECLI:EU:C:1963:50|Judgment of 5 December 1963, Leroy / ECSC High Authority (35-62 and 16-63, ECR 1963 p. 197)          (FR1963/00399 NL1963/00417 DE1963/00425 IT1963/00395 EN1963/00197 DA1954-1964/00435 EL1954-1964/00995 PT1962-1964/00333)
36/62|ECLI:EU:C:1963:57|Judgment of 16 December 1963, Société des aciéries du Temple / ECSC High Authority (36/62, ECR 1963 p. 289)          (FR1963/00585 NL1963/00611 DE1963/00621 IT1963/00575 EN1963/00289 DA1954-1964/00447 EL1954-1964/01009 PT1962-1964/00353)
1/63|ECLI:EU:C:1963:58|Judgment of 16 December 1963, Macchiorlati Dalmas e Figli / ECSC High Authority (1/63, ECR 1963 p. 303)          (FR1963/00615 NL1963/00643 DE1963/00655 IT1963/00605 EN1963/00303 DA1954-1964/00449 EL1954-1964/01011 PT1962-1964/00357)
2/63|ECLI:EU:C:1963:59|Judgment of 16 December 1963, San Michele and others / ECSC High Authority (2 to 10-63, ECR 1963 p. 327)          (FR1963/00663 NL1963/00693 DE1963/00707 IT1963/00651 EN1963/00327 DA1954-1964/00451 EL1954-1964/01013 PT1962-1964/00361)
3/63||Rossi / ECSC High Authority (3/63) , see Case  2/63
4/63||Meroni / ECSC High Authority (4/63) , see Case  2/63
5/63||ALMA / ECSC High Authority (5/63) , see Case  2/63
6/63||Simet / ECSC High Authority (6/63) , see Case  2/63
7/63||Meroni / ECSC High Authority (7/63) , see Case  2/63
